country,total_race,born_guam,born_usa,born_asia,born_oceania,born_elsewhere,born_china,born_japan,born_korea,born_phillipines,born_other_asia,born_micronesia,born_mashall,born_palau,born_other_oceania,lang_english_only,lang_not_english,not_english_very_well,not_english_less_than,lang_pacific,lang_asian,lang_chamorro,chamorro_very_well,chamorro_less_than,lang_philippines,philippines_very_well,philippines_less_than,lang_other_pacific,other_pacific_very_well,other_pacific_less_than,asian_very_well,asian_less_than,race_pacific_island,carolinian,chamorro,chuukese,guamanian,kosraean,marshallese,native_hawaiian,palauan,pohnpeian,yapese,race_other_pacific,chinese,filippino,japanese,korean,taiwanese,thai,vietnamese,race_other_asian,white,black,indian_alaska,other_race,two_races,race_asian
guam,153826,78881,13100,38945,10116,1313,1792,2309,2858,31058,928,8609,164,1161,182,57906,77864,51312,26552,67206,8751,21390,18551,2839,33297,19833,13464,12519,6838,5681,4510,4241,70809,92,50420,10274,63456,180126,2149,2096,1533,3420,1999,44793,2108,3438,227138,283,1600,10491,1340,214,955,15441,54586
